epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6182633638381958,0.7054263565891473,0.6426020408163265,0.6896551724137931,0.40816326530612246,0.5128205128205128
2,1,0.6114501953125,0.7286821705426356,0.6556122448979592,0.7692307692307693,0.40816326530612246,0.5333333333333333
3,1,0.5961726307868958,0.7286821705426356,0.6665816326530614,0.71875,0.46938775510204084,0.5679012345679012
4,1,0.6133033037185669,0.7364341085271318,0.6479591836734695,0.7419354838709677,0.46938775510204084,0.575
5,5,0.6142632961273193,0.689922480620155,0.6443877551020407,0.6451612903225806,0.40816326530612246,0.5
6,5,0.6158351302146912,0.7364341085271318,0.6622448979591836,0.7586206896551724,0.4489795918367347,0.5641025641025641
7,5,0.5929820537567139,0.751937984496124,0.6584183673469388,0.84,0.42857142857142855,0.5675675675675675
8,5,0.6051832437515259,0.7131782945736435,0.6670918367346939,0.7,0.42857142857142855,0.5316455696202531
9,5,0.5843010544776917,0.751937984496124,0.6568877551020408,0.8148148148148148,0.4489795918367347,0.5789473684210527
10,5,0.6141759157180786,0.7286821705426356,0.663265306122449,0.7333333333333333,0.4489795918367347,0.5569620253164557
