epoch,train,valid,test,best_train,best_valid,best_test
1,0.45959802895509705,0.5392683148384094,0.5886205434799194,"(0.45959802895509705, 1)","(0.5392683148384094, 1)","(0.5886205434799194, 1)"
2,0.44212510728616317,0.5066889524459839,0.6058751940727234,"(0.44212510728616317, 2)","(0.5066889524459839, 2)","(0.5886205434799194, 1)"
3,0.42178571333439185,0.5444531440734863,0.5745363831520081,"(0.42178571333439185, 3)","(0.5066889524459839, 2)","(0.5745363831520081, 3)"
4,0.426277001950598,0.5063838362693787,0.6081719398498535,"(0.42178571333439185, 3)","(0.5063838362693787, 4)","(0.5745363831520081, 3)"
5,0.4245702191706627,0.5397384762763977,0.6115226745605469,"(0.42178571333439185, 3)","(0.5063838362693787, 4)","(0.5745363831520081, 3)"
6,0.4178027734503768,0.509990930557251,0.6151607632637024,"(0.4178027734503768, 6)","(0.5063838362693787, 4)","(0.5745363831520081, 3)"
7,0.41398570504606047,0.5644873380661011,0.5966554880142212,"(0.41398570504606047, 7)","(0.5063838362693787, 4)","(0.5745363831520081, 3)"
8,0.4120993985009084,0.5513514280319214,0.6091305017471313,"(0.4120993985009084, 8)","(0.5063838362693787, 4)","(0.5745363831520081, 3)"
9,0.43732099544068087,0.5045787692070007,0.5709916949272156,"(0.4120993985009084, 8)","(0.5045787692070007, 9)","(0.5709916949272156, 9)"
10,0.39781913545823866,0.48710525035858154,0.5935315489768982,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
11,0.40304691444069557,0.5299267172813416,0.622750461101532,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
12,0.4181153305252576,0.5479283332824707,0.6041085720062256,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
13,0.40326895554494196,0.525373101234436,0.5927066206932068,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
14,0.41913758135885687,0.5062882900238037,0.5817050933837891,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
15,0.40447518078412875,0.5409367084503174,0.6412520408630371,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
16,0.4311574922728648,0.5907757878303528,0.6387052536010742,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
17,0.4151812930535611,0.5218531489372253,0.6118665337562561,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
18,0.41149687190209666,0.5460819005966187,0.6436403393745422,"(0.39781913545823866, 10)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
19,0.38640081442995555,0.5129045844078064,0.6141529083251953,"(0.38640081442995555, 19)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
20,0.38887553074942205,0.5017988085746765,0.6085797548294067,"(0.38640081442995555, 19)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
21,0.3884176370182749,0.558112621307373,0.5900958180427551,"(0.38640081442995555, 19)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
22,0.38682605425852956,0.5467022061347961,0.6265069246292114,"(0.38640081442995555, 19)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
23,0.3694048335749982,0.5135700106620789,0.6524897813796997,"(0.3694048335749982, 23)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
24,0.3975178648112556,0.49967285990715027,0.6337969303131104,"(0.3694048335749982, 23)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
25,0.396181508967404,0.5491496920585632,0.6636412143707275,"(0.3694048335749982, 23)","(0.48710525035858154, 10)","(0.5709916949272156, 9)"
26,0.400156538092321,0.48545506596565247,0.6062856912612915,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
27,0.3975275684886254,0.561630129814148,0.5903375148773193,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
28,0.3794108884675162,0.5478696227073669,0.5918348431587219,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
29,0.3831429102453768,0.5015228986740112,0.6185925602912903,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
30,0.3777367497369441,0.523815929889679,0.6218294501304626,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
31,0.39240314608894733,0.5049136281013489,0.6462191343307495,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
32,0.4029096003089632,0.5062355995178223,0.635629415512085,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
33,0.3971988380229653,0.5109678506851196,0.6276013851165771,"(0.3694048335749982, 23)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
34,0.36426777251854364,0.5175802707672119,0.6015222072601318,"(0.36426777251854364, 34)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
35,0.380941209155843,0.49603772163391113,0.6513281464576721,"(0.36426777251854364, 34)","(0.48545506596565247, 26)","(0.5709916949272156, 9)"
