epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.5886205434799194,0.7209302325581395,0.6438775510204082,0.8823529411764706,0.30612244897959184,0.45454545454545453
2,2,0.6058751940727234,0.7286821705426356,0.6602040816326531,0.8888888888888888,0.32653061224489793,0.47761194029850745
3,3,0.5745363831520081,0.7441860465116279,0.6729591836734694,0.8076923076923077,0.42857142857142855,0.56
4,3,0.6081719398498535,0.7286821705426356,0.6522959183673469,0.71875,0.46938775510204084,0.5679012345679012
5,3,0.6115226745605469,0.7364341085271318,0.6576530612244897,0.8947368421052632,0.3469387755102041,0.5
6,3,0.6151607632637024,0.7364341085271318,0.6431122448979592,0.8,0.40816326530612246,0.5405405405405406
7,3,0.5966554880142212,0.7596899224806202,0.6637755102040817,0.875,0.42857142857142855,0.5753424657534246
8,3,0.6091305017471313,0.7441860465116279,0.6591836734693877,0.9444444444444444,0.3469387755102041,0.5074626865671642
9,3,0.5709916949272156,0.7286821705426356,0.6816326530612244,0.75,0.42857142857142855,0.5454545454545454
10,10,0.5935315489768982,0.7286821705426356,0.6438775510204082,0.8181818181818182,0.3673469387755102,0.5070422535211268
11,10,0.622750461101532,0.7131782945736435,0.6512755102040816,0.7,0.42857142857142855,0.5316455696202531
12,10,0.6041085720062256,0.7286821705426356,0.6678571428571428,0.85,0.3469387755102041,0.4927536231884058
13,10,0.5927066206932068,0.7364341085271318,0.6744897959183673,0.8947368421052632,0.3469387755102041,0.5
14,10,0.5817050933837891,0.7596899224806202,0.6683673469387755,0.8,0.4897959183673469,0.6075949367088608
15,10,0.6412520408630371,0.7364341085271318,0.6369897959183674,0.8571428571428571,0.3673469387755102,0.5142857142857142
16,10,0.6387052536010742,0.7364341085271318,0.6415816326530612,0.8571428571428571,0.3673469387755102,0.5142857142857142
17,17,0.6118665337562561,0.7364341085271318,0.6563775510204082,0.7586206896551724,0.4489795918367347,0.5641025641025641
18,17,0.6436403393745422,0.7441860465116279,0.6137755102040816,0.9,0.3673469387755102,0.5217391304347826
19,17,0.6141529083251953,0.7441860465116279,0.6683673469387755,0.8636363636363636,0.3877551020408163,0.5352112676056338
20,17,0.6085797548294067,0.7441860465116279,0.6556122448979592,0.8333333333333334,0.40816326530612246,0.547945205479452
21,17,0.5900958180427551,0.7441860465116279,0.6742346938775511,0.7857142857142857,0.4489795918367347,0.5714285714285714
22,17,0.6265069246292114,0.7364341085271318,0.6515306122448979,0.8,0.40816326530612246,0.5405405405405406
23,17,0.6524897813796997,0.7209302325581395,0.6599489795918367,0.696969696969697,0.46938775510204084,0.5609756097560976
24,17,0.6337969303131104,0.7209302325581395,0.6540816326530614,0.76,0.3877551020408163,0.5135135135135135
25,25,0.6636412143707275,0.7131782945736435,0.6686224489795918,0.6666666666666666,0.4897959183673469,0.5647058823529412
26,25,0.6062856912612915,0.7441860465116279,0.6420918367346938,0.8636363636363636,0.3877551020408163,0.5352112676056338
27,25,0.5903375148773193,0.7286821705426356,0.6961734693877552,0.7692307692307693,0.40816326530612246,0.5333333333333333
28,25,0.5918348431587219,0.7364341085271318,0.700765306122449,0.7586206896551724,0.4489795918367347,0.5641025641025641
29,25,0.6185925602912903,0.7364341085271318,0.650765306122449,0.8571428571428571,0.3673469387755102,0.5142857142857142
30,25,0.6218294501304626,0.7209302325581395,0.6492346938775511,0.76,0.3877551020408163,0.5135135135135135
31,25,0.6462191343307495,0.7441860465116279,0.6395408163265306,0.9,0.3673469387755102,0.5217391304347826
32,25,0.635629415512085,0.7441860465116279,0.6456632653061225,0.8333333333333334,0.40816326530612246,0.547945205479452
33,25,0.6276013851165771,0.7596899224806202,0.6900510204081634,0.95,0.3877551020408163,0.5507246376811594
34,25,0.6015222072601318,0.7209302325581395,0.6683673469387754,0.7407407407407407,0.40816326530612246,0.5263157894736842
35,25,0.6513281464576721,0.7131782945736435,0.6405612244897958,0.7142857142857143,0.40816326530612246,0.5194805194805194
