epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.667985200881958,0.6201550387596899,0.5840561224489796,0.0,0.0,0.0
2,1,0.6648672819137573,0.6201550387596899,0.6246173469387756,0.0,0.0,0.0
3,3,0.6660431623458862,0.6201550387596899,0.5974489795918367,0.0,0.0,0.0
4,4,0.6704856753349304,0.6201550387596899,0.5338010204081632,0.0,0.0,0.0
5,4,0.6681846976280212,0.6201550387596899,0.5673469387755102,0.0,0.0,0.0
6,4,0.6673826575279236,0.6201550387596899,0.55625,0.0,0.0,0.0
7,4,0.6671922206878662,0.6201550387596899,0.5600765306122448,0.0,0.0,0.0
8,4,0.6654501557350159,0.6201550387596899,0.5656887755102041,0.0,0.0,0.0
9,4,0.6666542291641235,0.6201550387596899,0.599234693877551,0.0,0.0,0.0
10,4,0.666185736656189,0.6201550387596899,0.5713010204081632,0.0,0.0,0.0
11,4,0.6667233109474182,0.6201550387596899,0.5681122448979592,0.0,0.0,0.0
12,4,0.6661666631698608,0.6201550387596899,0.5849489795918368,0.0,0.0,0.0
13,4,0.6656702160835266,0.6201550387596899,0.5808673469387755,0.0,0.0,0.0
14,4,0.6669590473175049,0.6201550387596899,0.5725765306122449,0.0,0.0,0.0
15,4,0.6653484106063843,0.6201550387596899,0.5850765306122448,0.0,0.0,0.0
16,4,0.6656363010406494,0.6201550387596899,0.566326530612245,0.0,0.0,0.0
17,4,0.6662401556968689,0.6201550387596899,0.5709183673469388,0.0,0.0,0.0
18,4,0.6662499308586121,0.6201550387596899,0.559438775510204,0.0,0.0,0.0
19,4,0.6659220457077026,0.6201550387596899,0.5686224489795918,0.0,0.0,0.0
20,4,0.6657962203025818,0.6201550387596899,0.5658163265306123,0.0,0.0,0.0
21,4,0.6656761169433594,0.6201550387596899,0.5771683673469388,0.0,0.0,0.0
22,4,0.6662982702255249,0.6201550387596899,0.5636479591836734,0.0,0.0,0.0
23,4,0.6658725738525391,0.6201550387596899,0.5659438775510205,0.0,0.0,0.0
24,4,0.6660228967666626,0.6201550387596899,0.5900510204081633,0.0,0.0,0.0
25,4,0.6658630967140198,0.6201550387596899,0.5591836734693877,0.0,0.0,0.0
26,4,0.6659337282180786,0.6201550387596899,0.5577806122448979,0.0,0.0,0.0
27,4,0.6656748056411743,0.6201550387596899,0.5718112244897959,0.0,0.0,0.0
28,28,0.6657965779304504,0.6201550387596899,0.5653061224489797,0.0,0.0,0.0
29,28,0.6660111546516418,0.6201550387596899,0.583545918367347,0.0,0.0,0.0
30,28,0.6658375859260559,0.6201550387596899,0.5614795918367347,0.0,0.0,0.0
31,28,0.6659337878227234,0.6201550387596899,0.5618622448979592,0.0,0.0,0.0
32,28,0.6660007834434509,0.6201550387596899,0.5538265306122448,0.0,0.0,0.0
33,28,0.6659572720527649,0.6201550387596899,0.5622448979591836,0.0,0.0,0.0
34,28,0.6659537553787231,0.6201550387596899,0.551530612244898,0.0,0.0,0.0
35,28,0.6659216284751892,0.6201550387596899,0.5474489795918367,0.0,0.0,0.0
36,28,0.6659975647926331,0.6201550387596899,0.5178571428571428,0.0,0.0,0.0
37,28,0.6659393906593323,0.6201550387596899,0.5586734693877552,0.0,0.0,0.0
38,28,0.6659607887268066,0.6201550387596899,0.5545918367346939,0.0,0.0,0.0
39,28,0.6659650802612305,0.6201550387596899,0.5729591836734693,0.0,0.0,0.0
40,28,0.6659602522850037,0.6201550387596899,0.553826530612245,0.0,0.0,0.0
