epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6665076613426208,0.6201550387596899,0.5869897959183674,0.0,0.0,0.0
2,2,0.666486918926239,0.6201550387596899,0.5977040816326531,0.0,0.0,0.0
3,3,0.6664668321609497,0.6201550387596899,0.605484693877551,0.0,0.0,0.0
4,3,0.6665056943893433,0.6201550387596899,0.588265306122449,0.0,0.0,0.0
5,3,0.6664968132972717,0.6201550387596899,0.5987244897959183,0.0,0.0,0.0
6,3,0.6664941310882568,0.6201550387596899,0.5918367346938775,0.0,0.0,0.0
7,3,0.6664952635765076,0.6201550387596899,0.6002551020408163,0.0,0.0,0.0
8,3,0.6664729118347168,0.6201550387596899,0.6031887755102041,0.0,0.0,0.0
9,9,0.6665014028549194,0.6201550387596899,0.5969387755102041,0.0,0.0,0.0
10,9,0.6664859056472778,0.6201550387596899,0.5997448979591836,0.0,0.0,0.0
