epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6897571682929993,0.6201550387596899,0.6783163265306122,0.0,0.0,0.0
2,2,0.6861657500267029,0.6201550387596899,0.6836734693877551,0.0,0.0,0.0
3,3,0.6816034913063049,0.6201550387596899,0.6885204081632653,0.0,0.0,0.0
4,3,0.6770390868186951,0.6201550387596899,0.6869897959183674,0.0,0.0,0.0
5,5,0.6701430678367615,0.6201550387596899,0.6988520408163266,0.0,0.0,0.0
6,5,0.6641348600387573,0.6201550387596899,0.6918367346938775,0.0,0.0,0.0
7,7,0.6638692021369934,0.6201550387596899,0.6852040816326531,0.0,0.0,0.0
8,8,0.6659371256828308,0.6201550387596899,0.6642857142857144,0.0,0.0,0.0
9,8,0.6659882068634033,0.6201550387596899,0.6096938775510203,0.0,0.0,0.0
10,10,0.666494607925415,0.6201550387596899,0.5982142857142858,0.0,0.0,0.0
11,10,0.6636707782745361,0.6201550387596899,0.5938775510204081,0.0,0.0,0.0
12,10,0.6639949083328247,0.6201550387596899,0.5568877551020408,0.0,0.0,0.0
13,10,0.6634763479232788,0.6201550387596899,0.5658163265306122,0.0,0.0,0.0
14,10,0.6649240851402283,0.6201550387596899,0.5168367346938776,0.0,0.0,0.0
15,10,0.6640758514404297,0.6201550387596899,0.5229591836734694,0.0,0.0,0.0
16,10,0.6652675867080688,0.6201550387596899,0.5061224489795918,0.0,0.0,0.0
17,10,0.6639746427536011,0.6201550387596899,0.510204081632653,0.0,0.0,0.0
18,10,0.6638767719268799,0.6201550387596899,0.5056122448979592,0.0,0.0,0.0
19,10,0.6644249558448792,0.6201550387596899,0.5068877551020409,0.0,0.0,0.0
