epoch,train,valid,test,best_train,best_valid,best_test
1,0.48046874999999994,0.5967741935483871,0.6783163265306122,"(np.float64(0.48046874999999994), 1)","(np.float64(0.5967741935483871), 1)","(np.float64(0.6783163265306122), 1)"
2,0.5116309691011237,0.6444281524926686,0.6836734693877551,"(np.float64(0.5116309691011237), 2)","(np.float64(0.6444281524926686), 2)","(np.float64(0.6836734693877551), 2)"
3,0.4583918539325843,0.7126099706744868,0.6885204081632653,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7126099706744868), 3)","(np.float64(0.6885204081632653), 3)"
4,0.4022120786516854,0.6950146627565983,0.6869897959183674,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7126099706744868), 3)","(np.float64(0.6885204081632653), 3)"
5,0.4634831460674157,0.7287390029325513,0.6988520408163266,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7287390029325513), 5)","(np.float64(0.6988520408163266), 5)"
6,0.4851650280898877,0.7258064516129032,0.6918367346938775,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7287390029325513), 5)","(np.float64(0.6988520408163266), 5)"
7,0.44434691011235955,0.7448680351906158,0.6852040816326531,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7448680351906158), 7)","(np.float64(0.6988520408163266), 5)"
8,0.48779845505617986,0.7580645161290323,0.6642857142857144,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7580645161290323), 8)","(np.float64(0.6988520408163266), 5)"
9,0.44478581460674155,0.7507331378299119,0.6096938775510203,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7580645161290323), 8)","(np.float64(0.6988520408163266), 5)"
10,0.49877106741573035,0.7727272727272728,0.5982142857142858,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
11,0.4540905898876405,0.7434017595307918,0.5938775510204081,"(np.float64(0.5116309691011237), 2)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
12,0.5229108146067416,0.745601173020528,0.5568877551020408,"(np.float64(0.5229108146067416), 12)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
13,0.49894662921348315,0.7521994134897361,0.5658163265306122,"(np.float64(0.5229108146067416), 12)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
14,0.5237886235955056,0.7331378299120235,0.5168367346938776,"(np.float64(0.5237886235955056), 14)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
15,0.5422226123595506,0.7316715542521994,0.5229591836734694,"(np.float64(0.5422226123595506), 15)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
16,0.4909585674157303,0.6979472140762464,0.5061224489795918,"(np.float64(0.5422226123595506), 15)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
17,0.48367275280898875,0.7243401759530792,0.510204081632653,"(np.float64(0.5422226123595506), 15)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
18,0.4616397471910113,0.7272727272727272,0.5056122448979592,"(np.float64(0.5422226123595506), 15)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
19,0.4666432584269663,0.717008797653959,0.5068877551020409,"(np.float64(0.5422226123595506), 15)","(np.float64(0.7727272727272728), 10)","(np.float64(0.6988520408163266), 5)"
