epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.8919805288314819,0.751937984496124,0.7318877551020407,0.7741935483870968,0.4897959183673469,0.6
2,1,1.016593098640442,0.7131782945736435,0.7216836734693877,0.6363636363636364,0.5714285714285714,0.6021505376344086
3,3,0.9943238496780396,0.7364341085271318,0.7211734693877552,0.6923076923076923,0.5510204081632653,0.6136363636363636
4,3,1.0214077234268188,0.7286821705426356,0.7345663265306123,0.6666666666666666,0.5714285714285714,0.6153846153846154
5,5,0.8509806394577026,0.7674418604651163,0.7538265306122449,0.7435897435897436,0.5918367346938775,0.6590909090909091
6,5,1.0302385091781616,0.751937984496124,0.7124999999999999,0.6888888888888889,0.6326530612244898,0.6595744680851063
7,7,0.8986504077911377,0.7984496124031008,0.7760204081632653,0.7674418604651163,0.673469387755102,0.717391304347826
8,8,0.8328672051429749,0.751937984496124,0.7630102040816327,0.7741935483870968,0.4897959183673469,0.6
9,8,0.946017324924469,0.7286821705426356,0.7456632653061225,0.6666666666666666,0.5714285714285714,0.6153846153846154
10,8,1.0708928108215332,0.7286821705426356,0.7530612244897958,0.6458333333333334,0.6326530612244898,0.6391752577319587
11,8,1.1847906112670898,0.7209302325581395,0.7632653061224489,0.6382978723404256,0.6122448979591837,0.625
12,8,0.9030330777168274,0.7829457364341085,0.7757653061224491,0.7560975609756098,0.6326530612244898,0.6888888888888889
13,8,1.1044082641601562,0.7131782945736435,0.7431122448979591,0.6304347826086957,0.5918367346938775,0.6105263157894737
14,8,1.0260337591171265,0.7441860465116279,0.7119897959183674,0.7,0.5714285714285714,0.6292134831460674
15,8,0.9338535666465759,0.7596899224806202,0.7579081632653061,0.725,0.5918367346938775,0.651685393258427
16,8,1.3601452112197876,0.7054263565891473,0.7433673469387755,0.6170212765957447,0.5918367346938775,0.6041666666666666
17,8,0.9807411432266235,0.7441860465116279,0.7622448979591837,0.6739130434782609,0.6326530612244898,0.6526315789473685
