epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6613941788673401,0.6201550387596899,0.6668367346938775,0.0,0.0,0.0
2,1,0.6675264835357666,0.6201550387596899,0.6089285714285714,0.0,0.0,0.0
3,3,0.6630810499191284,0.6201550387596899,0.5943877551020408,0.0,0.0,0.0
4,3,0.6654569506645203,0.6201550387596899,0.5964285714285714,0.0,0.0,0.0
5,3,0.6652304530143738,0.6201550387596899,0.5410714285714285,0.0,0.0,0.0
6,3,0.6661887168884277,0.6201550387596899,0.4928571428571428,0.0,0.0,0.0
7,7,0.6689929366111755,0.6201550387596899,0.48188775510204085,0.0,0.0,0.0
8,7,0.669590175151825,0.6201550387596899,0.48010204081632657,0.0,0.0,0.0
9,9,0.6749692559242249,0.6046511627906976,0.461734693877551,0.25,0.02040816326530612,0.03773584905660377
10,9,0.6714113354682922,0.6124031007751938,0.48112244897959183,0.0,0.0,0.0
11,9,0.6703060865402222,0.6201550387596899,0.46377551020408164,0.0,0.0,0.0
12,12,0.6733899712562561,0.5968992248062015,0.47525510204081634,0.2,0.02040816326530612,0.037037037037037035
13,13,0.670835554599762,0.6124031007751938,0.4987244897959183,0.3333333333333333,0.02040816326530612,0.038461538461538464
14,14,0.676636278629303,0.5813953488372093,0.47806122448979593,0.14285714285714285,0.02040816326530612,0.03571428571428571
15,14,0.6772584319114685,0.6046511627906976,0.4798469387755102,0.25,0.02040816326530612,0.03773584905660377
16,14,0.6812392473220825,0.5968992248062015,0.46632653061224494,0.2,0.02040816326530612,0.037037037037037035
17,17,0.6782007217407227,0.5813953488372093,0.488265306122449,0.14285714285714285,0.02040816326530612,0.03571428571428571
18,17,0.6732605695724487,0.5891472868217055,0.5048469387755102,0.16666666666666666,0.02040816326530612,0.03636363636363636
19,17,0.6737451553344727,0.6046511627906976,0.508673469387755,0.25,0.02040816326530612,0.03773584905660377
20,17,0.6735197305679321,0.6046511627906976,0.5017857142857143,0.25,0.02040816326530612,0.03773584905660377
21,21,0.6793185472488403,0.5813953488372093,0.48494897959183675,0.14285714285714285,0.02040816326530612,0.03571428571428571
22,22,0.6830728054046631,0.5736434108527132,0.4836734693877551,0.2857142857142857,0.08163265306122448,0.12698412698412698
