epoch,train,valid,test,best_train,best_valid,best_test
1,0.6889750655345653,0.6900699734687805,0.6613941788673401,"(0.6889750655345653, 1)","(0.6900699734687805, 1)","(0.6613941788673401, 1)"
2,0.6836437129754624,0.6877475380897522,0.6675264835357666,"(0.6836437129754624, 2)","(0.6877475380897522, 2)","(0.6613941788673401, 1)"
3,0.6803170409620083,0.685218334197998,0.6630810499191284,"(0.6803170409620083, 3)","(0.685218334197998, 3)","(0.6613941788673401, 1)"
4,0.6803452976837686,0.6813105344772339,0.6654569506645203,"(0.6803170409620083, 3)","(0.6813105344772339, 4)","(0.6613941788673401, 1)"
5,0.6778254503478652,0.6798678040504456,0.6652304530143738,"(0.6778254503478652, 5)","(0.6798678040504456, 5)","(0.6613941788673401, 1)"
6,0.6746093784609148,0.6806967854499817,0.6661887168884277,"(0.6746093784609148, 6)","(0.6798678040504456, 5)","(0.6613941788673401, 1)"
7,0.6765657490299594,0.6792231202125549,0.6689929366111755,"(0.6746093784609148, 6)","(0.6792231202125549, 7)","(0.6613941788673401, 1)"
8,0.6726771241508871,0.6794485449790955,0.669590175151825,"(0.6726771241508871, 8)","(0.6792231202125549, 7)","(0.6613941788673401, 1)"
9,0.6729034699053259,0.6791187524795532,0.6749692559242249,"(0.6726771241508871, 8)","(0.6791187524795532, 9)","(0.6613941788673401, 1)"
10,0.6713033579461586,0.677924394607544,0.6714113354682922,"(0.6713033579461586, 10)","(0.677924394607544, 10)","(0.6613941788673401, 1)"
11,0.6726942650184103,0.682079553604126,0.6703060865402222,"(0.6713033579461586, 10)","(0.677924394607544, 10)","(0.6613941788673401, 1)"
12,0.6679632026478991,0.6794360876083374,0.6733899712562561,"(0.6679632026478991, 12)","(0.677924394607544, 10)","(0.6613941788673401, 1)"
13,0.6667546363470191,0.6755138635635376,0.670835554599762,"(0.6667546363470191, 13)","(0.6755138635635376, 13)","(0.6613941788673401, 1)"
14,0.6661829000793844,0.6775366067886353,0.676636278629303,"(0.6661829000793844, 14)","(0.6755138635635376, 13)","(0.6613941788673401, 1)"
15,0.6632756417797457,0.6803255677223206,0.6772584319114685,"(0.6632756417797457, 15)","(0.6755138635635376, 13)","(0.6613941788673401, 1)"
16,0.6660294626165645,0.6802542805671692,0.6812392473220825,"(0.6632756417797457, 15)","(0.6755138635635376, 13)","(0.6613941788673401, 1)"
17,0.6707194987255307,0.675297737121582,0.6782007217407227,"(0.6632756417797457, 15)","(0.675297737121582, 17)","(0.6613941788673401, 1)"
18,0.6607275640909573,0.6719291806221008,0.6732605695724487,"(0.6607275640909573, 18)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
19,0.6597860868900053,0.6743705868721008,0.6737451553344727,"(0.6597860868900053, 19)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
20,0.6641275281180984,0.6774804592132568,0.6735197305679321,"(0.6597860868900053, 19)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
21,0.6574211406268282,0.6754102110862732,0.6793185472488403,"(0.6574211406268282, 21)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
22,0.6558407380284252,0.6765611171722412,0.6830728054046631,"(0.6558407380284252, 22)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
23,0.6562680125511187,0.6741634011268616,0.6782379746437073,"(0.6558407380284252, 22)","(0.6719291806221008, 18)","(0.6613941788673401, 1)"
24,0.6639803270315794,0.6699861288070679,0.6819169521331787,"(0.6558407380284252, 22)","(0.6699861288070679, 24)","(0.6613941788673401, 1)"
25,0.6579929288081859,0.668890655040741,0.6757762432098389,"(0.6558407380284252, 22)","(0.668890655040741, 25)","(0.6613941788673401, 1)"
