epoch,train,valid,test,best_train,best_valid,best_test
1,0.5990783410138248,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
2,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
3,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
4,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
5,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
6,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
7,0.5898617511520737,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
8,0.5990783410138248,0.5849056603773585,0.6201550387596899,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
9,0.5852534562211982,0.5471698113207547,0.6046511627906976,"(0.5990783410138248, 1)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
10,0.6082949308755761,0.5660377358490566,0.6124031007751938,"(0.6082949308755761, 10)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
11,0.5944700460829493,0.5849056603773585,0.6201550387596899,"(0.6082949308755761, 10)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
12,0.5990783410138248,0.5471698113207547,0.5968992248062015,"(0.6082949308755761, 10)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
13,0.6036866359447005,0.5849056603773585,0.6124031007751938,"(0.6082949308755761, 10)","(0.5849056603773585, 1)","(0.6201550387596899, 1)"
14,0.6267281105990783,0.6037735849056604,0.5813953488372093,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
15,0.6082949308755761,0.5471698113207547,0.6046511627906976,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
16,0.5990783410138248,0.5660377358490566,0.5968992248062015,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
17,0.5990783410138248,0.6037735849056604,0.5813953488372093,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
18,0.6129032258064516,0.5849056603773585,0.5891472868217055,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
19,0.6175115207373272,0.5660377358490566,0.6046511627906976,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
20,0.6175115207373272,0.5660377358490566,0.6046511627906976,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
21,0.6175115207373272,0.6037735849056604,0.5813953488372093,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
22,0.6129032258064516,0.6037735849056604,0.5736434108527132,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
23,0.5990783410138248,0.6037735849056604,0.5968992248062015,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
24,0.5714285714285714,0.6037735849056604,0.5736434108527132,"(0.6267281105990783, 14)","(0.6037735849056604, 14)","(0.6201550387596899, 1)"
25,0.6129032258064516,0.6226415094339622,0.5813953488372093,"(0.6267281105990783, 14)","(0.6226415094339622, 25)","(0.6201550387596899, 1)"
26,0.6405529953917051,0.6226415094339622,0.5813953488372093,"(0.6405529953917051, 26)","(0.6226415094339622, 25)","(0.6201550387596899, 1)"
27,0.6451612903225806,0.6037735849056604,0.6046511627906976,"(0.6451612903225806, 27)","(0.6226415094339622, 25)","(0.6201550387596899, 1)"
28,0.6221198156682027,0.6415094339622641,0.5736434108527132,"(0.6451612903225806, 27)","(0.6415094339622641, 28)","(0.6201550387596899, 1)"
29,0.6451612903225806,0.6415094339622641,0.5736434108527132,"(0.6451612903225806, 27)","(0.6415094339622641, 28)","(0.6201550387596899, 1)"
30,0.6589861751152074,0.6415094339622641,0.5891472868217055,"(0.6589861751152074, 30)","(0.6415094339622641, 28)","(0.6201550387596899, 1)"
31,0.6589861751152074,0.6226415094339622,0.5813953488372093,"(0.6589861751152074, 30)","(0.6415094339622641, 28)","(0.6201550387596899, 1)"
32,0.6267281105990783,0.660377358490566,0.5891472868217055,"(0.6589861751152074, 30)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
33,0.6451612903225806,0.6226415094339622,0.5968992248062015,"(0.6589861751152074, 30)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
34,0.6682027649769585,0.6415094339622641,0.5891472868217055,"(0.6682027649769585, 34)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
35,0.6682027649769585,0.6226415094339622,0.5968992248062015,"(0.6682027649769585, 34)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
36,0.6497695852534562,0.6037735849056604,0.5968992248062015,"(0.6682027649769585, 34)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
37,0.6728110599078341,0.6037735849056604,0.6201550387596899,"(0.6728110599078341, 37)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
38,0.6820276497695853,0.6415094339622641,0.6124031007751938,"(0.6820276497695853, 38)","(0.660377358490566, 32)","(0.6201550387596899, 1)"
39,0.695852534562212,0.6415094339622641,0.627906976744186,"(0.695852534562212, 39)","(0.660377358490566, 32)","(0.627906976744186, 39)"
40,0.6912442396313364,0.6415094339622641,0.6434108527131783,"(0.695852534562212, 39)","(0.660377358490566, 32)","(0.6434108527131783, 40)"
41,0.7050691244239631,0.660377358490566,0.627906976744186,"(0.7050691244239631, 41)","(0.660377358490566, 32)","(0.6434108527131783, 40)"
42,0.6774193548387096,0.6792452830188679,0.627906976744186,"(0.7050691244239631, 41)","(0.6792452830188679, 42)","(0.6434108527131783, 40)"
43,0.7142857142857143,0.660377358490566,0.6666666666666666,"(0.7142857142857143, 43)","(0.6792452830188679, 42)","(0.6666666666666666, 43)"
44,0.6866359447004609,0.660377358490566,0.6511627906976745,"(0.7142857142857143, 43)","(0.6792452830188679, 42)","(0.6666666666666666, 43)"
45,0.728110599078341,0.6792452830188679,0.6666666666666666,"(0.728110599078341, 45)","(0.6792452830188679, 42)","(0.6666666666666666, 43)"
46,0.7235023041474654,0.6792452830188679,0.6434108527131783,"(0.728110599078341, 45)","(0.6792452830188679, 42)","(0.6666666666666666, 43)"
47,0.7142857142857143,0.6792452830188679,0.6821705426356589,"(0.728110599078341, 45)","(0.6792452830188679, 42)","(0.6821705426356589, 47)"
48,0.7373271889400922,0.6792452830188679,0.6666666666666666,"(0.7373271889400922, 48)","(0.6792452830188679, 42)","(0.6821705426356589, 47)"
49,0.7235023041474654,0.660377358490566,0.6821705426356589,"(0.7373271889400922, 48)","(0.6792452830188679, 42)","(0.6821705426356589, 47)"
50,0.7465437788018433,0.660377358490566,0.6821705426356589,"(0.7465437788018433, 50)","(0.6792452830188679, 42)","(0.6821705426356589, 47)"
51,0.7557603686635944,0.6792452830188679,0.6589147286821705,"(0.7557603686635944, 51)","(0.6792452830188679, 42)","(0.6821705426356589, 47)"
52,0.7649769585253456,0.7169811320754716,0.7054263565891473,"(0.7649769585253456, 52)","(0.7169811320754716, 52)","(0.7054263565891473, 52)"
53,0.7557603686635944,0.660377358490566,0.7131782945736435,"(0.7649769585253456, 52)","(0.7169811320754716, 52)","(0.7131782945736435, 53)"
54,0.7511520737327189,0.6792452830188679,0.6744186046511628,"(0.7649769585253456, 52)","(0.7169811320754716, 52)","(0.7131782945736435, 53)"
55,0.7649769585253456,0.660377358490566,0.6976744186046512,"(0.7649769585253456, 52)","(0.7169811320754716, 52)","(0.7131782945736435, 53)"
56,0.7741935483870968,0.6415094339622641,0.7131782945736435,"(0.7741935483870968, 56)","(0.7169811320754716, 52)","(0.7131782945736435, 53)"
57,0.7880184331797235,0.6981132075471698,0.7209302325581395,"(0.7880184331797235, 57)","(0.7169811320754716, 52)","(0.7209302325581395, 57)"
58,0.7880184331797235,0.7169811320754716,0.7131782945736435,"(0.7880184331797235, 57)","(0.7169811320754716, 52)","(0.7209302325581395, 57)"
59,0.7880184331797235,0.7358490566037735,0.7286821705426356,"(0.7880184331797235, 57)","(0.7358490566037735, 59)","(0.7286821705426356, 59)"
60,0.7880184331797235,0.7358490566037735,0.7286821705426356,"(0.7880184331797235, 57)","(0.7358490566037735, 59)","(0.7286821705426356, 59)"
61,0.7972350230414746,0.7547169811320755,0.7364341085271318,"(0.7972350230414746, 61)","(0.7547169811320755, 61)","(0.7364341085271318, 61)"
62,0.8018433179723502,0.7547169811320755,0.751937984496124,"(0.8018433179723502, 62)","(0.7547169811320755, 61)","(0.751937984496124, 62)"
63,0.8064516129032258,0.7735849056603774,0.7286821705426356,"(0.8064516129032258, 63)","(0.7735849056603774, 63)","(0.751937984496124, 62)"
64,0.7972350230414746,0.7169811320754716,0.6821705426356589,"(0.8064516129032258, 63)","(0.7735849056603774, 63)","(0.751937984496124, 62)"
65,0.8110599078341014,0.7358490566037735,0.7131782945736435,"(0.8110599078341014, 65)","(0.7735849056603774, 63)","(0.751937984496124, 62)"
66,0.783410138248848,0.7358490566037735,0.6976744186046512,"(0.8110599078341014, 65)","(0.7735849056603774, 63)","(0.751937984496124, 62)"
67,0.815668202764977,0.7924528301886793,0.7364341085271318,"(0.815668202764977, 67)","(0.7924528301886793, 67)","(0.751937984496124, 62)"
68,0.8202764976958525,0.7547169811320755,0.7209302325581395,"(0.8202764976958525, 68)","(0.7924528301886793, 67)","(0.751937984496124, 62)"
69,0.8018433179723502,0.7358490566037735,0.7209302325581395,"(0.8202764976958525, 68)","(0.7924528301886793, 67)","(0.751937984496124, 62)"
70,0.8110599078341014,0.7547169811320755,0.7286821705426356,"(0.8202764976958525, 68)","(0.7924528301886793, 67)","(0.751937984496124, 62)"
