epoch,final_epoch,final_loss
1,1,6.322592854499817
2,2,6.3222620487213135
3,2,6.3222620487213135
4,2,6.3222620487213135
5,2,6.3222620487213135
6,2,6.3222620487213135
7,2,6.3222620487213135
8,2,6.3222620487213135
9,2,6.3222620487213135
10,2,6.3222620487213135
11,2,6.3222620487213135
12,2,6.3222620487213135
13,2,6.3222620487213135
14,2,6.3222620487213135
15,2,6.3222620487213135
16,2,6.3222620487213135
17,2,6.3222620487213135
18,2,6.3222620487213135
19,2,6.3222620487213135
20,2,6.3222620487213135
21,2,6.3222620487213135
22,22,6.32173490524292
23,22,6.32173490524292
24,22,6.32173490524292
25,22,6.32173490524292
26,22,6.32173490524292
27,22,6.32173490524292
28,22,6.32173490524292
29,22,6.32173490524292
30,22,6.32173490524292
