epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6910588145256042,0.6201550387596899,0.425,0.0,0.0,0.0
2,2,0.6866937875747681,0.6201550387596899,0.37168367346938774,0.0,0.0,0.0
3,2,0.6795752048492432,0.6201550387596899,0.35994897959183675,0.0,0.0,0.0
4,4,0.6733564138412476,0.6201550387596899,0.3522959183673469,0.0,0.0,0.0
5,5,0.6695331931114197,0.6201550387596899,0.3668367346938776,0.0,0.0,0.0
6,6,0.6700307130813599,0.6201550387596899,0.39744897959183667,0.0,0.0,0.0
7,7,0.6691863536834717,0.6201550387596899,0.4181122448979592,0.0,0.0,0.0
8,8,0.6690953969955444,0.6201550387596899,0.41913265306122444,0.0,0.0,0.0
9,9,0.6695693135261536,0.6201550387596899,0.41989795918367345,0.0,0.0,0.0
10,10,0.6699464917182922,0.6201550387596899,0.42474489795918363,0.0,0.0,0.0
11,10,0.6762366890907288,0.6201550387596899,0.43010204081632647,0.0,0.0,0.0
12,12,0.6746237277984619,0.6201550387596899,0.4260204081632653,0.0,0.0,0.0
13,12,0.680212140083313,0.6201550387596899,0.450765306122449,0.0,0.0,0.0
14,12,0.6772286295890808,0.6201550387596899,0.42933673469387756,0.0,0.0,0.0
15,15,0.6911677122116089,0.6201550387596899,0.43086734693877554,0.0,0.0,0.0
16,15,0.6838169693946838,0.6201550387596899,0.44311224489795914,0.0,0.0,0.0
17,15,0.6844053268432617,0.6201550387596899,0.4454081632653061,0.0,0.0,0.0
18,15,0.6894404888153076,0.6201550387596899,0.45331632653061227,0.0,0.0,0.0
19,19,0.6932802796363831,0.6201550387596899,0.4785714285714286,0.0,0.0,0.0
20,19,0.6937469244003296,0.6201550387596899,0.47040816326530616,0.0,0.0,0.0
21,21,0.693131685256958,0.6201550387596899,0.4602040816326531,0.0,0.0,0.0
22,22,0.6878311634063721,0.627906976744186,0.4844387755102041,0.6666666666666666,0.04081632653061224,0.07692307692307693
23,23,0.7086284756660461,0.6356589147286822,0.4974489795918367,0.75,0.061224489795918366,0.11320754716981132
24,24,0.717182993888855,0.6511627906976745,0.5420918367346939,1.0,0.08163265306122448,0.1509433962264151
25,25,0.6733602285385132,0.6589147286821705,0.5678571428571428,0.7272727272727273,0.16326530612244897,0.26666666666666666
26,26,0.6621008515357971,0.6744186046511628,0.5951530612244897,0.8181818181818182,0.1836734693877551,0.3
27,27,0.672311007976532,0.6976744186046512,0.6303571428571428,0.9166666666666666,0.22448979591836735,0.36065573770491804
28,27,0.6541332602500916,0.7131782945736435,0.6114795918367347,0.6875,0.4489795918367347,0.5432098765432098
29,27,0.6917155385017395,0.689922480620155,0.6137755102040816,0.7368421052631579,0.2857142857142857,0.4117647058823529
30,30,0.6967645287513733,0.7054263565891473,0.6415816326530612,0.6666666666666666,0.4489795918367347,0.5365853658536586
31,31,0.6861830949783325,0.6744186046511628,0.6451530612244898,0.6,0.42857142857142855,0.5
32,31,0.674834132194519,0.7286821705426356,0.6724489795918367,0.7333333333333333,0.4489795918367347,0.5569620253164557
33,31,0.769182026386261,0.6666666666666666,0.6471938775510204,0.575,0.46938775510204084,0.5168539325842697
34,31,0.7782978415489197,0.6821705426356589,0.6831632653061225,0.5952380952380952,0.5102040816326531,0.5494505494505495
35,31,0.7579110860824585,0.7054263565891473,0.6502551020408162,0.6571428571428571,0.46938775510204084,0.5476190476190477
36,31,0.7350744605064392,0.7131782945736435,0.6505102040816326,0.75,0.3673469387755102,0.4931506849315068
37,31,0.659209132194519,0.751937984496124,0.6714285714285715,0.8695652173913043,0.40816326530612246,0.5555555555555556
38,31,0.6938331723213196,0.7286821705426356,0.6683673469387755,0.8181818181818182,0.3673469387755102,0.5070422535211268
39,31,0.8338491320610046,0.7054263565891473,0.6798469387755102,0.6410256410256411,0.5102040816326531,0.5681818181818182
40,40,0.8954887986183167,0.7209302325581395,0.7000000000000001,0.6444444444444445,0.5918367346938775,0.6170212765957447
41,40,0.8700335621833801,0.6744186046511628,0.6716836734693877,0.5714285714285714,0.5714285714285714,0.5714285714285714
42,40,0.6704809665679932,0.7364341085271318,0.7033163265306123,0.7586206896551724,0.4489795918367347,0.5641025641025641
43,40,0.7063761353492737,0.7441860465116279,0.7091836734693877,0.7857142857142857,0.4489795918367347,0.5714285714285714
44,44,0.7660742402076721,0.7286821705426356,0.6614795918367347,0.6842105263157895,0.5306122448979592,0.5977011494252874
45,44,0.7323927879333496,0.7054263565891473,0.6859693877551022,0.6666666666666666,0.4489795918367347,0.5365853658536586
46,44,0.9370161294937134,0.7131782945736435,0.6903061224489795,0.65,0.5306122448979592,0.5842696629213483
47,44,0.9668780565261841,0.6976744186046512,0.6903061224489796,0.6190476190476191,0.5306122448979592,0.5714285714285714
48,48,1.0012561082839966,0.6976744186046512,0.6818877551020408,0.631578947368421,0.4897959183673469,0.5517241379310345
49,48,0.7354123592376709,0.7286821705426356,0.6604591836734695,0.7916666666666666,0.3877551020408163,0.5205479452054794
