epoch,train,valid,test,best_train,best_valid,best_test
1,0.6769091300151315,0.6787254214286804,0.6657965183258057,"(0.6769091300151315, 1)","(0.6787254214286804, 1)","(0.6657965183258057, 1)"
2,0.6769092560913156,0.6787253618240356,0.6657967567443848,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
3,0.6769092264263311,0.6787256002426147,0.6657966375350952,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
4,0.6769092588380734,0.6787257194519043,0.66579669713974,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
5,0.6769092849322728,0.6787258386611938,0.6657968163490295,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
6,0.6769092766919993,0.6787254214286804,0.6657966375350952,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
7,0.6769091423755417,0.6787254810333252,0.6657968759536743,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
8,0.6769091374313776,0.6787253618240356,0.6657967567443848,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
9,0.6769091860489911,0.67872554063797,0.6657967567443848,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
10,0.6769092396107687,0.6787256002426147,0.6657966375350952,"(0.6769091300151315, 1)","(0.6787253618240356, 2)","(0.6657965183258057, 1)"
