epoch,final_epoch,final_loss,final_acc,final_auc,final_precision,final_recall,final_f1_score
1,1,0.6607042551040649,0.6201550387596899,0.6466836734693877,0.0,0.0,0.0
2,1,0.666976273059845,0.6201550387596899,0.6125,0.0,0.0,0.0
3,1,0.66523677110672,0.6201550387596899,0.528061224489796,0.0,0.0,0.0
4,4,0.6662616729736328,0.6201550387596899,0.5701530612244897,0.0,0.0,0.0
5,4,0.667543351650238,0.6201550387596899,0.5150510204081633,0.0,0.0,0.0
6,4,0.6650293469429016,0.6201550387596899,0.5178571428571429,0.0,0.0,0.0
7,7,0.6713955402374268,0.6201550387596899,0.4844387755102041,0.5,0.02040816326530612,0.0392156862745098
8,7,0.6683264970779419,0.6201550387596899,0.5028061224489796,0.0,0.0,0.0
9,7,0.6736667156219482,0.6046511627906976,0.47500000000000003,0.25,0.02040816326530612,0.03773584905660377
10,10,0.6712529063224792,0.6201550387596899,0.4948979591836734,0.5,0.02040816326530612,0.0392156862745098
11,10,0.6708253622055054,0.6201550387596899,0.4760204081632653,0.0,0.0,0.0
12,10,0.6744840145111084,0.6046511627906976,0.47576530612244894,0.25,0.02040816326530612,0.03773584905660377
13,10,0.6711920499801636,0.6124031007751938,0.5089285714285714,0.3333333333333333,0.02040816326530612,0.038461538461538464
14,14,0.6771514415740967,0.5813953488372093,0.48341836734693877,0.14285714285714285,0.02040816326530612,0.03571428571428571
15,14,0.6779581308364868,0.6046511627906976,0.49081632653061225,0.25,0.02040816326530612,0.03773584905660377
16,14,0.6798847317695618,0.5968992248062015,0.47959183673469385,0.2,0.02040816326530612,0.037037037037037035
17,14,0.6751905679702759,0.5813953488372093,0.4966836734693877,0.14285714285714285,0.02040816326530612,0.03571428571428571
18,14,0.6717097163200378,0.5968992248062015,0.5127551020408163,0.2,0.02040816326530612,0.037037037037037035
19,14,0.6722860336303711,0.6046511627906976,0.5165816326530612,0.25,0.02040816326530612,0.03773584905660377
20,14,0.6735467314720154,0.6046511627906976,0.5048469387755102,0.25,0.02040816326530612,0.03773584905660377
21,21,0.6791713237762451,0.5813953488372093,0.4959183673469388,0.14285714285714285,0.02040816326530612,0.03571428571428571
22,22,0.681465744972229,0.5891472868217055,0.498469387755102,0.3333333333333333,0.08163265306122448,0.13114754098360656
23,22,0.6826097369194031,0.5891472868217055,0.5040816326530613,0.16666666666666666,0.02040816326530612,0.03636363636363636
24,24,0.6802425980567932,0.5891472868217055,0.5137755102040816,0.3333333333333333,0.08163265306122448,0.13114754098360656
25,25,0.6743804216384888,0.5813953488372093,0.5219387755102042,0.2727272727272727,0.061224489795918366,0.1
26,25,0.673701286315918,0.5968992248062015,0.5339285714285714,0.36363636363636365,0.08163265306122448,0.13333333333333333
27,25,0.6943072080612183,0.6046511627906976,0.5186224489795919,0.3333333333333333,0.04081632653061224,0.07272727272727272
28,25,0.6775631904602051,0.6124031007751938,0.5178571428571429,0.46153846153846156,0.12244897959183673,0.1935483870967742
29,25,0.6808913350105286,0.6124031007751938,0.5548469387755102,0.4666666666666667,0.14285714285714285,0.21875
