epoch,train,best_epoch,best_train
1,4.663194984197617,1,4.663194984197617
2,4.651140600442886,2,4.651140600442886
3,4.6474001705646515,3,4.6474001705646515
4,4.648855835199356,3,4.6474001705646515
5,4.647826939821243,3,4.6474001705646515
6,4.65031298995018,3,4.6474001705646515
7,4.65028303861618,3,4.6474001705646515
8,4.646853804588318,8,4.646853804588318
9,4.644553929567337,9,4.644553929567337
10,4.6438949406147,10,4.6438949406147
11,4.648539215326309,10,4.6438949406147
12,4.643371820449829,12,4.643371820449829
13,4.643961817026138,12,4.643371820449829
14,4.645659446716309,12,4.643371820449829
15,4.644764333963394,12,4.643371820449829
16,4.642819404602051,16,4.642819404602051
17,4.643751174211502,16,4.642819404602051
18,4.640018314123154,18,4.640018314123154
19,4.639998733997345,19,4.639998733997345
20,4.640979588031769,19,4.639998733997345
21,4.643899828195572,19,4.639998733997345
22,4.639699459075928,22,4.639699459075928
23,4.638502299785614,23,4.638502299785614
24,4.637946903705597,24,4.637946903705597
25,4.639879375696182,24,4.637946903705597
26,4.638274073600769,24,4.637946903705597
27,4.639705657958984,24,4.637946903705597
28,4.635934472084045,28,4.635934472084045
29,4.639780580997467,28,4.635934472084045
30,4.637913346290588,28,4.635934472084045
31,4.637025445699692,28,4.635934472084045
32,4.636280953884125,28,4.635934472084045
33,4.6370029747486115,28,4.635934472084045
34,4.637455195188522,28,4.635934472084045
35,4.635227560997009,35,4.635227560997009
36,4.63911309838295,35,4.635227560997009
37,4.634583055973053,37,4.634583055973053
38,4.633878171443939,38,4.633878171443939
39,4.633596628904343,39,4.633596628904343
40,4.634616941213608,39,4.633596628904343
41,4.636682987213135,39,4.633596628904343
42,4.634173393249512,39,4.633596628904343
43,4.636272817850113,39,4.633596628904343
44,4.633681952953339,39,4.633596628904343
45,4.634748011827469,39,4.633596628904343
46,4.633008688688278,46,4.633008688688278
47,4.6368297934532166,46,4.633008688688278
48,4.6355020403862,46,4.633008688688278
49,4.633606255054474,46,4.633008688688278
50,4.6320323050022125,50,4.6320323050022125
51,4.632610231637955,50,4.6320323050022125
52,4.634055703878403,50,4.6320323050022125
53,4.636107623577118,50,4.6320323050022125
54,4.634491503238678,50,4.6320323050022125
55,4.63088795542717,55,4.63088795542717
56,4.631906628608704,55,4.63088795542717
57,4.631700128316879,55,4.63088795542717
58,4.633023381233215,55,4.63088795542717
59,4.631987065076828,55,4.63088795542717
60,4.630185484886169,60,4.630185484886169
61,4.629310667514801,61,4.629310667514801
62,4.630573213100433,61,4.629310667514801
63,4.630299150943756,61,4.629310667514801
64,4.628891289234161,64,4.628891289234161
65,4.6294496059417725,64,4.628891289234161
66,4.628512293100357,66,4.628512293100357
67,4.629250586032867,66,4.628512293100357
68,4.629511743783951,66,4.628512293100357
69,4.628781586885452,66,4.628512293100357
70,4.630966484546661,66,4.628512293100357
71,4.630255967378616,66,4.628512293100357
72,4.628416061401367,72,4.628416061401367
73,4.631095677614212,72,4.628416061401367
74,4.62793356180191,74,4.62793356180191
75,4.631593823432922,74,4.62793356180191
76,4.628128468990326,74,4.62793356180191
77,4.627924263477325,77,4.627924263477325
78,4.626416176557541,78,4.626416176557541
79,4.628373682498932,78,4.626416176557541
80,4.62667852640152,78,4.626416176557541
81,4.6278716921806335,78,4.626416176557541
82,4.628248393535614,78,4.626416176557541
83,4.627828896045685,78,4.626416176557541
84,4.6291079223155975,78,4.626416176557541
85,4.627843499183655,78,4.626416176557541
86,4.627336114645004,78,4.626416176557541
87,4.626911252737045,78,4.626416176557541
