epoch,train,best_epoch,best_train
1,5.541260600090027,1,5.541260600090027
2,5.54125639796257,2,5.54125639796257
3,5.541131287813187,3,5.541131287813187
4,5.527824759483337,4,5.527824759483337
5,5.204631984233856,5,5.204631984233856
6,4.963461846113205,6,4.963461846113205
7,4.958032071590424,7,4.958032071590424
8,4.933836370706558,8,4.933836370706558
9,4.91525200009346,9,4.91525200009346
10,4.883014529943466,10,4.883014529943466
11,4.835793823003769,11,4.835793823003769
12,4.783392667770386,12,4.783392667770386
13,4.774310529232025,13,4.774310529232025
14,4.766291946172714,14,4.766291946172714
15,4.760285377502441,15,4.760285377502441
16,4.751928269863129,16,4.751928269863129
17,4.740187048912048,17,4.740187048912048
18,4.7176313996315,18,4.7176313996315
19,4.702862232923508,19,4.702862232923508
20,4.700658589601517,20,4.700658589601517
21,4.697927504777908,21,4.697927504777908
22,4.687063664197922,22,4.687063664197922
23,4.683719992637634,23,4.683719992637634
24,4.679575204849243,24,4.679575204849243
25,4.680769175291061,24,4.679575204849243
26,4.678763687610626,26,4.678763687610626
27,4.680957704782486,26,4.678763687610626
28,4.6748130321502686,28,4.6748130321502686
29,4.678318738937378,28,4.6748130321502686
30,4.675391584634781,28,4.6748130321502686
31,4.673748463392258,31,4.673748463392258
32,4.673260569572449,32,4.673260569572449
33,4.671659827232361,33,4.671659827232361
34,4.6719739735126495,33,4.671659827232361
35,4.66939902305603,35,4.66939902305603
36,4.671566516160965,35,4.66939902305603
37,4.665505647659302,37,4.665505647659302
38,4.664345055818558,38,4.664345055818558
39,4.66256582736969,39,4.66256582736969
40,4.663342148065567,39,4.66256582736969
41,4.6638087928295135,39,4.66256582736969
42,4.660551577806473,42,4.660551577806473
43,4.660742521286011,42,4.660551577806473
44,4.657836943864822,44,4.657836943864822
45,4.658463299274445,44,4.657836943864822
46,4.655560255050659,46,4.655560255050659
47,4.659515053033829,46,4.655560255050659
48,4.65845987200737,46,4.655560255050659
49,4.65446537733078,49,4.65446537733078
50,4.65433669090271,50,4.65433669090271
51,4.654044836759567,51,4.654044836759567
52,4.654508829116821,51,4.654044836759567
53,4.656215935945511,51,4.654044836759567
54,4.654354244470596,51,4.654044836759567
55,4.650636851787567,55,4.650636851787567
56,4.651687741279602,55,4.650636851787567
57,4.6522530019283295,55,4.650636851787567
58,4.652389109134674,55,4.650636851787567
59,4.651543200016022,55,4.650636851787567
60,4.649968504905701,60,4.649968504905701
61,4.650059640407562,60,4.649968504905701
62,4.649795234203339,62,4.649795234203339
63,4.650058895349503,62,4.649795234203339
64,4.648667275905609,64,4.648667275905609
65,4.648481369018555,65,4.648481369018555
66,4.6480637192726135,66,4.6480637192726135
67,4.649281620979309,66,4.6480637192726135
68,4.64936763048172,66,4.6480637192726135
69,4.648700088262558,66,4.6480637192726135
70,4.649690359830856,66,4.6480637192726135
71,4.64959380030632,66,4.6480637192726135
72,4.64763730764389,72,4.64763730764389
73,4.650355190038681,72,4.64763730764389
74,4.647482126951218,74,4.647482126951218
75,4.651059061288834,74,4.647482126951218
76,4.6478211581707,74,4.647482126951218
77,4.647502243518829,74,4.647482126951218
78,4.646387368440628,78,4.646387368440628
79,4.647676229476929,78,4.646387368440628
80,4.64620977640152,80,4.64620977640152
81,4.647477686405182,80,4.64620977640152
82,4.64771956205368,80,4.64620977640152
83,4.64715701341629,80,4.64620977640152
84,4.648938566446304,80,4.64620977640152
85,4.647553563117981,80,4.64620977640152
86,4.6461184322834015,86,4.6461184322834015
87,4.6467286348342896,86,4.6461184322834015
88,4.648865729570389,86,4.6461184322834015
89,4.649043500423431,86,4.6461184322834015
90,4.647346079349518,86,4.6461184322834015
91,4.64626544713974,86,4.6461184322834015
92,4.645778506994247,92,4.645778506994247
93,4.6462505757808685,92,4.645778506994247
94,4.646662503480911,92,4.645778506994247
95,4.646882653236389,92,4.645778506994247
96,4.646794140338898,92,4.645778506994247
97,4.648146212100983,92,4.645778506994247
98,4.647657990455627,92,4.645778506994247
99,4.646611571311951,92,4.645778506994247
100,4.646706223487854,92,4.645778506994247
