epoch,final_epoch,final_loss
1,1,5.5412614941596985
2,2,5.541261196136475
3,2,5.541261196136475
4,2,5.541261196136475
5,2,5.541261196136475
6,2,5.541261196136475
7,2,5.541261196136475
8,2,5.541261196136475
9,2,5.541261196136475
10,2,5.541261196136475
11,2,5.541261196136475
