epoch,train,valid,test,best_train,best_valid,best_test
1,0.13673421916710685,0.7139348387718201,0.8581627011299133,"(0.13673421916710685, 1)","(0.7139348387718201, 1)","(0.8581627011299133, 1)"
2,0.19920613871960288,0.771407425403595,0.9632320404052734,"(0.13673421916710685, 1)","(0.7139348387718201, 1)","(0.8581627011299133, 1)"
3,0.15364128406146701,0.6158984899520874,0.9197413921356201,"(0.13673421916710685, 1)","(0.6158984899520874, 3)","(0.8581627011299133, 1)"
4,0.18356944682411336,0.6816922426223755,0.9335938096046448,"(0.13673421916710685, 1)","(0.6158984899520874, 3)","(0.8581627011299133, 1)"
5,0.2410716561059798,0.6519075036048889,0.9872797131538391,"(0.13673421916710685, 1)","(0.6158984899520874, 3)","(0.8581627011299133, 1)"
6,0.18444532451267068,0.770758867263794,0.9506188035011292,"(0.13673421916710685, 1)","(0.6158984899520874, 3)","(0.8581627011299133, 1)"
7,0.10422957348551447,0.6773755550384521,0.9000298976898193,"(0.10422957348551447, 7)","(0.6158984899520874, 3)","(0.8581627011299133, 1)"
8,0.17153915864939068,0.597510039806366,0.9034387469291687,"(0.10422957348551447, 7)","(0.597510039806366, 8)","(0.8581627011299133, 1)"
9,0.16306537066877086,0.7706950306892395,0.8957712054252625,"(0.10422957348551447, 7)","(0.597510039806366, 8)","(0.8581627011299133, 1)"
10,0.17669401015691494,0.7540252208709717,0.9182426333427429,"(0.10422957348551447, 7)","(0.597510039806366, 8)","(0.8581627011299133, 1)"
